"SSN","PC1","PC2","PC3","PC4","PC5"
"2287_4553",-0.00273064771110509,-0.173860825850855,0.165765371464577,-0.0231671238125373,-0.327824429993522
"crp1 yfn42fnm24",-0.836096227562446,-0.135285816584477,0.106413203412945,0.00118811658710548,-0.211315660200306
"icr048066",0.21146003344958,0.32540650624276,0.0236356118862836,0.0574822201147162,0.13973187659676
"2167_648",0.795284567528193,-0.201709020287564,-0.178028111847373,-0.163096399341441,0.0777721921811436
"wa076174",0.0556968839154746,0.260242674514399,-0.0141610084133163,-0.0816493919012673,0.0855753306142942
"3519",0.316494122510083,-0.151985788874265,0.0241150395988123,-0.0888680106529768,0.130576103458303
"icr107265",0.373059455071144,0.21958353524468,0.122979449963378,-0.168733456922013,-0.0567729088412549
"wa071517",-0.236874596186384,0.605282234499137,0.0894048805242527,0.195856306202776,-0.108558379733393
"icr116563",-0.149442770404417,0.351191148315368,0.0507227004735383,-0.0263785141412672,-0.024052298229009
"2167_1056",0.397643407865734,0.309195195805082,-0.136531657196256,0.00170224298237732,0.11329868091102
"sentisug75oja32",0.0939270807295594,0.141667168086442,0.377776930484346,-0.0172154993336097,0.15653663355789
"wa040284",-0.32240751893559,-0.21420477970543,0.312850933310473,-0.0792155003181291,-0.21708225103639
"icr086438",0.356230912776042,0.075904815421367,0.17922336052597,-0.108762983544493,0.235774067695864
"2538_830",0.163750623724951,0.0176646984797538,-0.184636166614174,-0.227946875005104,0.228645956780992
"1365_1617",0.156661829488211,0.146214685411334,-0.0747971296061962,0.129316583921415,0.104961653945232
"icr048947",0.244444437520234,-0.19705363273519,-0.196403789660312,-0.058469013919652,0.307299603424437
"tncitl45gxj15",0.451356385847637,0.0621845480556964,0.345550447239206,0.0414974647425996,0.0156651141899921
"wa040229",-0.542176163372972,-0.411851194513019,0.342813885438067,-0.142339119374125,-0.0785902606602951
"ifadulv16nui84",-2.00632047743538,-0.0976131148743269,-0.208956361884012,-0.029563982700305,0.0276296877897023
"wa038433",0.316105876498516,0.0287284716139062,-0.0800492991983959,-0.199542564724376,-0.00403618768188727
"2342_4005",0.237499460988977,0.356714009730484,0.105724592283825,0.0655142861871437,-0.158940636223501
"icr124475",1.13430894664146,-0.175664188191881,-0.697367931081594,0.3763678730971,-0.109014012287873
"icr172467",0.211556200506995,0.00623816016134906,0.274489308659834,-0.0748873035789062,0.199970525522556
"icr135300",0.511436267727922,0.210639230226791,-0.141212476905383,-0.277336143893339,0.0782795104037377
"wa021011",0.512566253653607,-0.0720665230356844,0.38843406188583,-0.0216919883348002,-0.0358557241507717
"wa061391",0.356361594085474,0.0614351455652822,0.231185980263205,-0.0181205264543958,-0.311577917157501
"tncitb31vmu23",-0.138597766191177,0.527352136907327,-0.133258440218552,0.143638898639967,0.183649972601062
"icr148859",-0.574993493548412,-0.274103046628018,0.33502463285193,0.0105884630436809,-0.300761824957121
"icr113512",-0.656922394592458,-0.427414271409087,0.092415737962914,0.014025646682531,-0.193255629130548
"icryamsystn20kif81",-1.27854236217808,-0.0756044141005362,0.0557275205103474,-0.0531695758815438,-0.239117809628989
"2467_5097",-0.583353620362415,-0.262588587325751,-0.0973808746544541,-0.117731437288603,-0.251987848156968
"wa102154",0.341082627403916,0.280260339782272,0.11517525462218,-0.0643704920572767,0.0343257301491515
"icr153619",0.464868209462788,-0.0319089259997434,-0.0665933179006876,-0.0548116667949631,-0.057122615009194
"wa001396",-0.08984123325266,0.633799523197868,0.231722926057597,0.224881811206151,0.302792731612132
"fs21_fs1964",1.04366216535048,-0.579023531389612,-0.357694271117219,-0.0674661867325377,-0.0858894883741654
"icr167447",0.143451065934978,0.41285444981582,0.195923294380112,-0.0329332981972514,0.165850928415679
"icr044137",0.905772485622967,0.138991383363462,-0.773386111969071,0.483945426957472,-0.162633332441385
"1704_9259",0.187128716510087,-0.151285803501024,0.261584689142729,-0.0314518891634346,-0.0712785182619289
"icr049308",-0.576851425959797,-0.942603649765793,0.115007053853507,0.0304525758390947,0.104528746490473
"icr158607",0.368412071403099,0.062438991669178,0.585936024985783,-0.105098643432603,0.304910116911093
"icr001075",-0.0858548159953943,0.235624757339953,-0.126372183098489,-0.129618407693259,0.0409828796365653
"icr160600",-0.251209850424707,0.266229770225033,0.096241330376667,0.089039325947155,-0.118658112634351
"icr103906",-0.782759204149136,0.510401945980816,-0.13404268264455,0.247861309935425,0.306642748012533
"1355_9456",0.571691407574144,-0.168665408937944,-0.137065095600589,0.0371214014956179,0.121623930642646
"128097xd0",0.590481364278381,0.214215183115649,-0.727833321998759,0.570013733632693,-0.159227599070583
"icr117339",0.0105532960225499,0.337629746292324,-0.193025224155708,0.0143339203522169,-0.0247592876490932
"129888xd0",-0.424045373432071,0.101734564729319,-0.218005755180974,-0.0843523160719224,0.109126214370023
"wa062499",-0.352653209782444,-0.00548799188856297,0.048036573519921,-0.00589478161657613,-0.188221516575827
"wa023449",-0.250958715459908,0.528674568833503,-0.0521792673387264,0.097911466713922,0.17077369024938
"wa005780",-1.22372084567678,0.0482013584370844,-0.182004858171166,-0.130227771299849,0.145766181291568
"icr150344",-0.0191385240584661,0.167673207138239,0.0327611010093018,0.065831113212434,0.0141879255294272
"fs21_fs1339",0.212181016359082,-0.850109521393908,0.345712305701204,-0.0856814378575818,0.190474771739008
"fs42_9654",0.183759826858727,-0.465798293532787,-0.271742395207036,-0.570885237703741,0.104057112308376
"1472_7442",0.105408008669657,-0.188840830295006,0.221928028361519,0.140103159604102,-0.0771258418318651
"fs15r_fs5851",-0.0530173384119245,0.162380323942601,-0.68659155190557,-0.887708329283913,-0.331806798956526
"150742xd0",-1.06680428838338,0.0101714502684872,-0.378209998010614,-0.0879545063356923,0.0517871480466648
"icr170756",-0.994461356890525,0.26896358626719,-0.122456968032131,0.0908281666730201,0.206682684422989
"120557xd0",-0.734606725098386,-0.0246134712610204,-0.523257914490444,-0.489829567073339,-0.00727521056127378
"sentiztl04sft75",-0.120244159816385,0.139592680823325,0.382239464824875,0.153061575673466,-0.0402382351576736
"wa003817",-0.142414275171823,0.418485467300587,0.188976174322524,-0.079367596707572,0.12210122069044
"fs15r_fs4702",0.809336503226759,-0.290677728558628,-0.306607337274889,0.116872786471886,0.148569354301146
"wa027939",0.289573436825267,0.13462691404639,0.365715878360569,-0.0847772308345015,0.0668344968519731
"icr058882",0.385526520948157,-0.0222146864977477,-0.0115378860183446,-0.132076346350814,0.148080163417791
"icr137400",-0.795024944032263,0.0820739855406699,0.0895468245039665,-0.0161505531340252,-0.36550654883854
"2306_8627",0.273098486155146,-0.0531266838569694,0.134464576651426,0.138440006370653,0.13374436306437
"1472_7471",0.790151525826209,-0.417637005821106,0.12366756421587,0.0898255308872697,0.0307935284620495
"377",-1.53648652674584,1.40584312776557,-0.206014291559682,0.0218982595035075,-0.186412221518241
"ugaeplotiktpq",0.0498893529722402,-0.116397648927309,0.320871364482998,0.0336791618031495,0.0949031416275418
"36_fs7509",0.774801463222327,-0.34840215263108,0.0109993391621244,0.0582463737488438,-0.118107653149332
"wa058649",0.507284141121413,0.127379561138533,-0.317234632316019,-0.654853054867947,-0.104161618264547
"sailrsxy98pnh42",-0.79449247786497,-0.632116764120628,0.135103511134051,-0.00336104876279342,0.042957605347418
"wa010755",-0.184499078431399,0.203678401639409,0.0165782534616226,0.145377352425576,-0.075791670687582
"tnciay23fqd35",-0.0827476459408486,0.539573494096369,-0.166981197965975,0.215680255199357,0.151096953953216
"31_fs5950",-0.224662301816948,-0.346430312750359,-0.0436160952890671,0.091735657122386,-0.093247117182192
"wa087239",0.425387172640101,0.496885526274787,-0.033892322513278,-0.157156547507762,0.0436634535314891
"icr015490",-0.255325737080804,-0.794440004708959,-0.0662001835719088,0.0471728404486901,-0.17120136150891
"icr045704",1.39118908180058,-0.646821730889827,-0.842321055087687,0.193223494699558,-0.106571254110806
"wammpgrw52dzu32",0.483343210442476,0.472910651728434,-0.158971125273218,-0.0142929164770921,0.1019722160424
"icr172085",-0.0260109263239332,0.322230310533973,0.19682987406922,0.0516022519633957,0.0844196394061004
"icr180651",-1.56804117946706,-0.399348890784186,-0.36470790948593,0.0171877993155091,0.145440648742192
"2170_1474",-0.0247400270965818,-0.311883588561808,0.165239311406785,-0.0157548564977666,-0.293333787635827
"icr107120",0.381424473448221,0.0352235083460236,0.0857985981383145,-0.0231682139328927,-0.11421084330962
"icr099723",1.00661745055815,-0.489824916734441,0.102810974002574,-0.18080869158401,0.275024290832215
"wa041934",0.257473135113147,0.316543769679435,-0.106347121709602,-0.466968735065072,0.0674626322264508
"wa093307",0.653456545453928,0.19749465797954,-0.0878691047554687,-0.15735586463721,-0.107161326480283
"sentiwkh38jef28",0.0488384073781839,0.247378660788658,0.568904808572932,0.0346121273461156,0.0102770895630868
"wa011856",-0.516164027123045,0.1155380436166,0.080028356671935,-0.0167777326066814,-0.288396867715374
"icr097531",-0.581852469274857,0.589967130555132,0.0122197541315277,0.299595119064021,0.328233121099886
"fs21_fs9594",0.673143371431334,-0.373624478899846,-0.354137553798444,0.0933094529089815,-0.0103563505478315
"icr145253",-0.914515520863988,-0.349157752702519,-0.00143453670276264,-0.0536695158316713,0.0338131202226308
"icr115780",0.613259061469348,0.113165620826629,-0.0726463564187361,-0.180600098017094,0.0625335597336302
"wa004543",-0.385490741843185,-0.00874433173875401,0.0843032626091319,-0.225684909095769,0.098954114372341
"sentiyub81fqd76",-0.195787849581182,0.260407317041839,0.310683499542778,0.0848660160822533,-0.204903195752809
"121092xd0",-0.227265090708276,0.195559964792756,-0.294444130041281,-0.00754399447688628,0.170203335107222
"wa025225",-0.557452019665736,-0.158553052371141,0.33465739346475,-0.0862209446803831,-0.238505858751884
"icr159231",-0.629655590143547,-0.269161541463417,0.0192692942499556,-0.0134539431519564,-0.202701685086792
"wa100161",-0.359608241687939,0.245937307491912,0.157143437023696,0.027341199177424,0.0662613491104786
"1713_212",0.144332317797205,-0.320781937296509,0.158167870920103,0.070431690216366,-0.403311992272623
"wa061969",0.0836648907894327,0.0292825336231618,0.314960172664277,0.211107276517626,-0.124401155075446
"icr043255",-0.343483239983434,-0.659608295088018,0.0564210613410584,0.0394619842598101,0.0168545241185054
"sentitby85skt64",0.113324519188429,-0.297055729761059,0.463792908120632,0.102247466521115,0.172119374807601
"ifadfcn96chj51",-1.9673615587174,-0.319885614847236,-0.330902785371628,0.0294046011962784,0.175860913090692
"126032xd0",-0.139327163423374,0.147932373195773,-0.287998618024987,-0.373621654436376,0.0288164010332176
"icr013211",0.190773737991033,-0.611072140423204,0.107783014915531,-0.0266874484610187,-0.0513972797525369
"icr001113",-0.219810460999799,0.350284705567683,0.0694499884712985,-0.0221430001536183,-0.0323599686352543
"icr166588",0.0276160395412425,0.184477863321502,0.482657945605005,0.112960995140393,-0.107604309751673
"icr048784",0.195674065440868,0.400742738975009,-0.705219379660797,-0.829012524415592,-0.254731269347029
"wa071504",0.113128716224094,0.419059091878309,0.37155028280012,-0.035101240584909,0.0112432809376139
"icr151043",-0.735233490452139,0.261002136361594,-0.0547506234087757,0.165587417279461,-0.124283453427547
"icr001300",-0.296871701264235,0.411078638943158,-0.0382088708936459,-0.0765621339231511,-0.0654010869293102
"icr060800",0.381751317344993,-0.0758280164148484,0.0155035028697191,0.17100530357456,0.08343749263864
"1708_9535",0.701359999044346,-0.339525187811907,0.453250757324968,-0.0118881924093272,-0.192968501464304
"sentirnh73wvg51",0.224404571318644,0.271604197574011,0.137544259254025,0.102932636262019,-0.0423619678798352
"1239_915",1.05933407990993,-0.465331478474803,0.0725942849170349,-0.0473744267729125,-0.0548695646016109
"icr031256",0.666865320897484,-0.217421281430955,0.0024469709024271,-0.115877088368131,0.233530740765248
"icr010506",0.0534049709956638,-0.418152536507912,-0.0173804890946579,-0.175945303640019,0.183074879916157
"1030_855",0.799948013844451,-0.526391769241358,0.249801048740192,-0.0540268282593116,-0.0936334702573903
"icryamsyjox79reu67",-0.573801624397837,0.524244335921438,-0.0702636902609415,0.222192939343808,0.234041810038302
"icr155559",0.0799869121469137,0.482035631206432,-0.177696814588906,-0.0818386322127797,0.0928221407546415
"tncznc47caj32",0.304794150444532,0.133709757192817,0.244793085332979,0.130045694063985,-0.197420180340026
"icr133359",0.68515393028522,-0.0670480200335247,0.0405679078296472,-0.0850092962578392,-0.134226103846804
"icr023908",0.137561386993995,-0.575556314363257,0.203204181237015,0.0177528953541202,-0.0406545237627891
"sentitsy91bdv51",-0.0711963029241251,0.40799471151078,0.29915371071697,0.0972302136230785,-0.207568539222777
"icr175778",-0.962932180726516,-0.0788059765221863,-0.0803202576680186,-0.0740109369835893,-0.160337333960095
"wa047790",0.188444327837977,0.598237781330423,-0.292514009137088,-0.372976753411253,0.0872808999206672
"icr012142",-0.753289543016909,-0.297792886568867,-0.0571064599789287,0.219809156686278,0.231884918096743
"2149_9498d",0.130213820955136,0.147439823570751,-0.00130000299874,0.123516060831608,-0.116790876404329
"2296_4790",-0.186028117363897,-0.365410789137767,0.0909969602687408,0.12986384042648,-0.0559380335445926
"1704_8788",0.156166837572425,-0.105576110506189,0.134287673696204,0.108743313489408,0.0041419548016772
"wa045078",-0.0942108557300258,-0.144011882700252,0.0711915412086312,0.0664931362929657,-0.186583759996532
"wa002094",-0.196874918460267,-0.0446289648683085,0.25037906524657,-0.102339194355178,0.0354768227130833
"icr042187",0.934610817653255,-0.559863362713289,-0.180677947119939,-0.128065161763994,0.326195570050435
"wammppwe28cve24",0.42604584068019,0.523883809883825,-0.111597341110342,-0.1434011071274,0.197997753988009
"1958_7753",0.190226994630202,-0.394848329906225,0.121656822293193,0.145208804177399,0.0657591583617916
"icr003506",0.2727830772098,-0.479838872404548,0.0818302091461554,-0.158900600855125,0.0106729350515862
"icr108104",0.409815140098628,0.241209587817296,-0.0100543577304697,-0.0576086605165073,-0.151591095374059
"wa098301",-0.161324132702433,0.120253213985904,-0.0333070385877791,-0.162127628705065,0.0787324403170203
"2286_4313",0.559465836634648,-0.0651845290952271,-0.104828760160193,-0.127766373997522,0.132837635213318
"icr_030785_e2",-0.0441181767154301,-0.613721630680778,0.165275731819147,-0.0650796034103605,0.114063539037223
"2285_3924",0.259539232625532,-0.316843788640112,0.213330478260781,-0.0215427388959545,-0.0805232735909205
"icr128481",0.412802697348529,-0.0631131468745454,0.457277664920516,0.0603983696986185,0.282453627429858
"ifaddxn08azo43",-1.98565331258028,-0.255139142424741,-0.350763478020677,0.0279039763143822,0.165433894960499
"icr108831",-0.108246423305161,0.567140759169394,0.254581386308951,0.0391593913448847,0.159803826951732
"icr005284",0.20587793514252,-0.26533263532185,-0.112865025658097,0.0478416921147836,0.0590071130821242
"icr024848",0.345197742823359,-0.300258582574226,0.0312193194990705,0.218255554705739,-0.121920908002724
"icr117665",-0.0740109231166089,0.255900070215335,-0.25044854338834,0.0758967144314434,-0.0473577146134471
"1109_4949",0.392177590640645,0.350122408793831,-0.0683100393269346,-0.0200347959355647,-0.0376858931480792
"tncldc19aoy43",0.246185212804562,0.349811770711101,-0.182187822271983,0.0320106940843189,0.106614617687394
"wa003247",-1.47343031542498,-0.147661825350827,-0.359934539635302,-0.0343001644453747,0.103287018141977
"icr174407",-1.28487796339457,-0.471667509941663,-0.3355478495083,0.0219462358769578,0.0637462830437737
"2285_3899",0.619762413368401,-0.325423454021869,-0.0179684239673183,-0.198542103359985,0.239028956483589
"1478_8995",0.613702346966725,-0.200970884176219,0.105834952203054,-0.0131277135206639,0.0299437674637869
"icr173676",1.17858608193828,-0.274731518218725,-0.67841263053746,0.437324480897891,-0.00832507762153024
"icr029504",-1.00262277749458,-0.704661657260989,-0.185359067458422,0.0150929617479978,-0.040243593144699
"icr097141",0.371872936644033,0.184586967753198,0.225247335672863,-0.0017029194572717,-0.0921410841772929
"aciarvdw57yvl58",-0.0232004914725762,0.0611217091937903,-0.157744659121695,-0.246997080695529,0.229051006352939
"icr141758",-0.386026598175145,0.266528095648937,-0.0367027973947399,0.0998906582305957,0.106988568418419
"icrtechncxs18coe21",0.931284856459813,0.0239783297278213,-0.619781152561438,0.412475910780184,-0.0785231292585395
"icr026670",0.686070863110618,-0.255016034738127,0.399014354141971,0.0404086660099886,-0.0180762971106727
"wa027685",-0.405119633051392,0.753226466052772,0.122973342505644,0.408477062053609,0.460339813763784
"wa062951",0.241422169465007,0.636730633712238,-0.253138125634109,0.17322521635285,-0.129170456367285
"wa087563",-0.023971729511458,0.529257524182865,0.179024399798824,0.101386693500848,-0.0780592353442141
"wa043042",0.756824007241768,0.123261407232963,-0.161307205582718,-0.353681955899764,0.0237935552283621
"wa060797",-0.332945716726393,0.432049321671595,0.218892061474491,0.0595061199596728,0.0170023750940488
"2468_5216",-0.196856903311284,-0.409930866798517,-0.204492572980646,-0.414899534854594,0.0933537492618152
"icr165022",-1.07067109435109,-0.416707452524111,-0.257673018460034,-0.0941268473917582,0.128717048588998
"wa075842",0.779540374801318,0.135027370933954,-0.590702379515681,-0.474694235946508,-0.159442667411314
"icr158742",-0.358142612443354,0.142523314299435,0.0657533974881615,-0.0812307321150272,-0.202422002677364
"wa000071",-1.16947462402971,-0.222203720051074,-0.219753866219449,-0.126642704761571,0.145427749868196
"2306_8479",0.559104121432823,-0.227995267736625,0.475170750893457,-0.100120385268651,0.0914818288694147
"wa000878",-0.119710484646935,0.260502010440943,0.097174548502029,-0.201524347251738,0.0934920397603118
"wa053435",0.524115655859849,-0.00672862378013714,0.204006477349815,-0.0488264046202449,0.120952073296853
"icr143292",0.753688241143863,0.201686566608147,-0.617217662574221,0.337993125827759,-0.0958894639461601
"2342_4538",0.693034525045378,-0.0188518214022881,0.0820458697647532,-0.283573535366367,0.0846419986633588
"wa001633",-0.312473727524954,0.237067173132802,0.127508816960413,-0.0976735617396955,-0.0352679400218244
"wammpgfy91vao12",0.14518400312276,0.153526901314555,-0.0716356047110754,-0.056493111790677,0.106543893053923
"1440_2636",-0.315342557545703,-0.135210195638754,0.25015269105278,0.0335891814304824,-0.0247684943184044
"icr141245",-1.97415931787208,-0.258877791183665,-0.445482348230744,-0.0339488584005375,0.10369288220238
"icrtzaffs7cimv",-1.42798676673342,-0.367430117240751,-0.045088345736518,-0.00220420441139699,-0.130294966729375
"icr062286",0.421854366185517,-0.229816100022133,-0.127520467279992,0.126511727519726,-0.150608880846153
"fs26_fs4612",0.737629433909487,-0.073058034808611,-0.190208431191166,-0.258758445475961,0.0841595149481711
"icr022819",0.887872136918954,-0.0306735347184099,-0.709977324497099,0.391375291237557,-0.216467749518032
"2149_9459b",-0.645600169816416,-0.687388483824663,-0.240978790406793,0.156980973075987,0.429603577136016
"wa069954",-0.0101457438667705,0.500440921412066,-0.141322101472411,-0.27682721233932,0.160985069161471
"icr031253",0.955842884570028,-0.385643951046925,-0.0930932749588583,-0.216144523020976,0.292081027551809
"icr160102",-0.147979309281579,0.00936956031680555,0.118302090544879,-0.0814449975034787,0.0722027344652509
"icr177599",-0.390704526333166,0.102169295352176,0.0454637366998902,-0.176096702673328,-0.134893365387141
"yamsyqut50gcj86",-1.72968361759773,-0.247135948859777,-0.241370729716588,-0.00462843969131251,-0.104746745654238
"icr096401",-0.110185273021289,0.30546312517609,0.284667892230628,0.199607307219275,-0.0736910605885332
"3186",-0.875644500985313,-0.243686000249147,-0.195985076862585,-0.138345949750888,-0.0398341534344579
"wa011876",-0.651504138949428,0.137910454317264,0.139417845039418,-0.0266479942555302,-0.330793532507667
"icr179477",0.946691101541739,0.0791541781138337,-0.789485983371504,0.520808251868691,-0.251795448909594
"2167_623",0.547459941502539,0.247035194459484,-0.0825076924572181,0.0813041641599503,-0.0376538143168588
"icr008239",0.626889731685608,-0.319552213588645,0.354443638740444,-0.0246392768764363,-0.190887602677198
"icr062154",0.32231113174362,-0.084937992849767,0.441443360262983,0.121362546080289,-0.137391467079768
"icrstdipg56zfj17",0.33930334679436,0.708225763127711,-0.566184828586422,0.451030438418505,-0.191841971430678
"fs21_384",-0.507677348869066,-1.32031814553897,0.135125825099596,-0.0481521297443582,0.146723408128231
"2467_4903",-0.138349595284628,-0.0257859942307105,-0.0579290718333662,0.0428894821260494,-0.363074349741093
"wa094670",0.104656763205868,0.553111124383364,-0.258934924210153,0.0563209272412305,-0.0121298309017238
"2248_443",0.137212490686819,-0.139841941381978,0.141464304000583,-0.111139853072006,-0.164167360133117
"icr102158",0.54476107604039,-0.0723697948295887,0.0452561378933432,-0.0923667831691591,-0.0414610073914616
"wammpsuc58wph37",0.684477082462715,0.295454299518103,-0.195775792042807,-0.0493000838491396,0.18105351196346
"2306_8592",0.0974177162994849,-0.102329557305393,0.299182487320007,-0.0450278856053439,-0.177404228562627
"wa062789",-0.112234041744229,0.243528644140869,-0.153964836234721,0.0880325141290572,-0.287472858118971
"129205xd0",-0.154226204821861,-0.154109473743211,-0.207790157910319,0.00527335043727163,0.12308007169073
"icr030553",0.534005078824819,-0.0346670890125058,-0.464294639335884,-0.642192712781607,-0.159243295691548
"wammpmrx20ibo82",-0.500470662717625,0.291960690374617,-0.032212856301194,0.105859702867151,0.147012714688505
"icr076049",-0.384226899710221,0.140999005890103,0.0154318909939316,0.046447116924214,-0.169507277444825
"fs26_fs4835",0.278017285671917,-0.0713985561872577,-0.11976764675948,0.0389546835746664,-0.203320025038294
"sailruam18mpj68",-0.108622771917899,-0.344750126897933,0.458346200882746,0.0292266212313273,0.307968913970013
"icr043973",0.945406332101485,0.0582584288529635,-0.722020538586927,0.312663649224751,-0.182155927851383
"icr102450",0.895223444520915,-0.409969597032797,-0.0918250386051308,-0.166167301290164,0.216460994965211
"fs21_fs1305",0.133706278894474,0.215641558198066,-0.26232527365324,0.123189621870463,0.200518160247399
"1673_4340",0.12546877923253,-0.111430833436631,0.258691841810238,0.0458189495863614,-0.192472608572036
"icr037502",-0.693649426992151,-0.873895027453851,-0.00194392746694187,-0.0178059587409891,0.0463580983087811
"1477_8076",0.619084642898609,-0.224997247762105,-0.0170262595605583,-0.107972285132031,0.143168221212124
"wa010985",-1.90287220976923,-0.340148361126152,-0.241587180699553,-0.0332931355999791,-0.214078692586644
"sentisya94ciy83",0.269850374241956,-0.0340327526845565,0.32634521946481,0.0531168988225044,-0.0321733002249827
"wa004786",-0.636956766321412,0.138508637687131,-0.0768613092480312,0.0583814962138904,0.0400962523665918
"icr161267",-0.565913036464997,-0.236354117122578,0.118441625651485,-0.0163182094734178,-0.0885359718590447
"sentimon71ahp65",-0.901264042088568,-0.320612305627195,-0.166624786597302,0.109127694307423,0.286051241222068
"icr023037",0.393564554403462,-0.200094350960655,0.0351495497980955,0.255207377259849,0.0512504544656613
"aciaruak74zfo67",0.411304480350092,0.298194821065961,-0.00504864340307489,-0.0778064068418466,0.0654458008132233
"3587",-1.03038087693678,-0.0742102931851484,-0.380051432773153,0.102354727999135,0.312510817141726
"1030_986",0.0502280298566605,-0.189640979162075,0.11782841601575,0.17293568797592,0.207762390808609
"wa028898",-0.0169041588580893,0.794332090184013,-0.100249133836651,-0.372023927212843,-0.194803278865623
"wa016851",-0.137880688341783,-0.237767330457738,0.418859155093185,-0.163722587166801,-0.143038820954112
"tnchzu21sft82",0.599280936348018,-0.0578248770446206,0.156954261506013,-0.00880306588525944,-0.0751441234449759
"126563xd0",-0.34054844213516,-0.215770294607494,0.0264871436243804,-0.0787359706278243,0.0960043231206723
"icr169128",0.0113604435930908,0.0523226492038589,0.150015411488519,-0.0133506020281361,0.0904482039631808
"icr100607",0.712127939032937,-0.379500798164868,0.136831943955839,-0.136645705644458,0.0232723512167162
"1704_8978",-0.0285005536463949,-0.090265809094275,0.0439741792211264,0.0699328146455477,-0.0113820004864174
"wa024841",-0.483629065131918,-0.142413272500778,0.4776169540905,-0.0892605013526645,-0.210407599529631
"wa100277",-0.054317527536859,0.49444516303399,-0.302719416026997,-0.333744580186186,-0.053675016498548
"wa002221",-0.518540071397415,0.246631275646307,0.0695566162374701,-0.00289797520417019,0.0188639143414911
"icr023728",0.0789292953348904,0.00891548832628421,0.114710583365896,0.3459286593064,0.342328564902091
"wa055825",-0.0284633532033899,0.472457376848769,0.0801436739914918,-0.231852594036372,-0.0165443774111224
"wa013443",-1.11069584833511,-0.150341584197299,-0.0103507071271123,-0.00335546075610442,-0.0478152406941255
"icr014531",0.406563141511287,0.0410042349145966,0.261453845441304,0.067238905527285,0.0622438172615894
